#{"t_start": 1681299143.4816067, "env_id": "Walker2d-v2"}
r,l,t
3233.052251,1000,485.236475
2252.814783,791,485.844937
1760.61903,488,486.219946
1205.805941,393,486.700774
2895.264659,812,487.324444
920.543187,285,487.546373
1135.336368,373,487.83707
1605.765825,467,488.376346
1274.791028,399,488.686061
3399.756464,1000,489.456728
803.975168,267,489.665816
1748.212304,531,490.26284
1766.921145,529,490.671782
1451.015211,459,491.03117
1818.970912,551,491.460742
1760.060956,528,492.041351
1723.5371,521,492.430234
1240.864696,379,492.723307
1377.458178,438,493.057782
1652.046426,477,493.595058
1269.930862,404,493.895451
2764.850357,819,494.52733
764.590956,266,494.733543
1980.95089,602,495.350555
2587.142228,747,495.916996
1800.76566,503,496.307132
1077.164427,324,496.556835
1376.542155,393,497.039124
1095.659768,344,497.305944
1649.044631,536,497.725263
1571.758861,457,498.06508
2475.777156,695,498.762316
1126.258262,350,499.032715
1657.835828,459,499.38663
910.909957,316,499.635078
1321.511267,399,499.943942
1670.708124,478,500.313895
2161.081141,625,500.960206
1367.274221,414,501.280558
95.917301,206,501.444578
902.124805,301,501.679648
1872.931757,589,502.286853
3494.419957,1000,503.0386
711.666618,242,503.219439
3268.947658,1000,504.161576
1654.794866,486,504.539062
1250.317206,506,504.932416
1640.518139,477,505.298957
3394.087161,980,506.229924
749.746636,300,506.464333
1258.971137,412,506.778015
1478.971426,438,507.11378
2667.790004,899,507.975769
2217.365967,646,508.46936
2734.000049,827,509.268711
1955.497157,664,509.761513
2578.401337,762,510.328578
1079.62237,358,510.596538
1019.10641,387,511.074855
1590.461461,494,511.458206
1338.478323,396,511.763362
920.399798,316,512.00549
1547.456123,463,512.363739
1609.142454,483,512.916166
1323.390477,385,513.215232
1048.157152,356,513.492419
2168.079147,651,513.994198
725.024962,246,514.184969
2008.53839,639,514.864115
1322.851107,408,515.180515
3397.097796,1000,515.952
2663.228662,744,516.71354
1511.145034,489,517.092343
1533.461922,513,517.496803
1045.550253,329,517.749797
984.556723,393,518.247084
2960.890223,837,518.875587
1628.560131,498,519.256586
1433.398662,423,519.759024
817.944904,283,519.976733
2864.468764,929,520.678353
2598.150811,757,521.26359
3365.034113,1000,522.185166
1719.91333,541,522.593214
1472.594194,439,522.91209
1356.413552,451,523.439929
1127.341556,365,523.719227
1023.026047,312,523.951788
1858.393144,518,524.353832
1767.785657,505,524.743505
1331.09587,398,525.231036
1062.662297,345,525.499229
1825.349089,564,525.938657
1148.439897,385,526.242767
1362.43704,379,526.717066
1352.251731,436,527.055253
2388.865444,747,527.637414
2043.23373,607,528.108352
1516.50463,453,528.635737
1047.580573,333,528.892098
2443.455031,723,529.453431
1080.89164,331,529.711542
1775.386473,561,530.329605
1310.253726,452,530.673993
1904.413698,589,531.133754
1377.653292,450,531.482149
2430.374892,727,532.226133
1472.66515,506,532.619073
2061.030455,647,533.117755
3369.399466,1000,534.046307
1310.306862,401,534.35787
1510.350835,449,534.705173
1663.601624,631,535.193216
1630.112254,498,535.752009
1284.936757,382,536.04791
1473.154357,453,536.392768
1075.372874,381,536.676544
1442.452973,432,537.007138
1351.696547,490,537.560046
1681.06549,503,537.955363
954.862957,307,538.194212
2701.804946,758,538.802436
1601.983645,478,539.364017
1280.932417,395,539.671505
3081.193234,907,540.374316
1579.997301,478,540.92359
2092.553172,691,541.463708
1302.741876,400,541.774838
1269.583618,387,542.074749
1735.902431,486,542.630509
3134.924963,899,543.331762
1596.935331,453,543.682546
1350.837633,419,544.007942
1708.763652,520,544.584429
1689.147437,492,544.963056
3183.456146,942,545.685536
2344.034827,625,546.348888
825.512518,263,546.552933
1564.890312,468,546.913528
2129.790751,595,547.37452
3479.897862,1000,548.330122
1329.820892,395,548.632782
1472.065835,461,548.992483
1601.604077,479,549.371257
2218.848501,622,550.034531
1433.038488,430,550.366011
1171.754451,357,550.642913
959.574858,326,550.897102
804.936506,258,551.100724
1725.012394,487,551.657429
1093.545926,320,551.905497
1045.710026,347,552.176646
1530.083017,461,552.527644
1411.507666,401,552.836333
1535.86949,458,553.351543
2833.681118,783,553.909577
2560.977553,767,554.482408
3542.402177,1000,555.430763
1252.319527,382,555.727794
1054.013388,352,556.000561
1404.912183,422,556.33066
3118.352582,940,557.239588
1174.847547,368,557.530804
1891.19321,588,557.985944
1460.234813,469,558.534025
1452.254256,446,558.880056
2374.347586,691,559.412554
871.026354,324,559.663082
806.954453,281,559.881732
2064.361059,593,560.511393
2822.517566,811,561.140638
1492.051278,494,561.529625
1927.776341,615,562.192569
1761.571338,562,562.629789
1822.42913,525,563.035949
1367.291732,418,563.364241
1601.309584,465,563.901088
1227.746082,399,564.215913
2726.137887,756,564.804907
3466.952337,1000,565.762587
1578.513737,471,566.127909
1254.013274,396,566.43512
3527.693314,1000,567.367875
2658.830672,777,567.951781
3281.288557,1000,568.703867
1055.044683,343,569.124253
3086.867025,854,569.779667
3578.13024,1000,570.729061
1231.360842,413,571.050423
2884.989445,810,571.678655
1139.842214,350,571.949397
1617.301649,468,572.494302
1068.919062,332,572.751544
1677.115087,476,573.122177
1740.877646,506,573.512666
1299.197118,367,573.796516
2783.361789,788,574.570793
999.658412,317,574.817553
1388.932546,437,575.154753
1571.945507,446,575.498189
2643.468162,760,576.267945
1756.242255,535,576.682084
1892.146697,581,577.139541
1251.520238,398,577.451884
1713.244491,525,578.039443
1607.109334,475,578.410492
2521.405642,710,578.960338
3443.932997,1000,579.912605
1431.637091,463,580.275493
2759.533791,799,580.889907
822.238948,284,581.1067
2234.720521,651,581.790071
3433.893615,1000,582.56164
1467.876104,454,583.071147
3480.299564,1000,583.82339
1056.846185,320,584.064895
2023.116458,585,584.51484
1610.083538,477,585.066014
1089.610311,334,585.324457
1973.261302,621,585.804717
1545.137233,453,586.160356
3560.686059,1000,587.113865
3522.856485,1000,587.868948
827.063652,272,588.072733
1288.136571,399,588.556234
866.639259,296,588.784124
3467.654447,984,589.545012
2537.059225,773,590.310934
1194.371167,352,590.58946
2564.578592,748,591.162266
776.987029,264,591.368834
3534.583651,1000,592.3287
2868.28934,820,592.962682
3528.823497,1000,593.886366
2199.051691,669,594.408322
1644.772216,464,594.766903
2411.550126,696,595.474517
3554.780467,1000,596.242489
2772.745456,848,597.077674
1499.105842,448,597.426472
1376.827442,391,597.732289
2043.278609,628,598.216655
3558.228659,1000,599.167833
3096.767627,838,599.817147
2267.97503,659,600.326961
1984.247134,542,600.924669
1379.193457,406,601.239779
1102.344579,356,601.519386
1388.557452,402,601.832354
3385.802546,994,602.792004
1971.839173,537,603.200489
3280.121209,965,604.12519
2367.89154,696,604.666266
1407.926709,461,605.027274
1947.122345,565,605.462616
1029.849103,350,605.917796
1324.283601,401,606.235601
3546.478581,1000,607.01423
3636.328731,1000,607.960913
883.544968,295,608.181707
2395.030202,676,608.691083
1284.252302,408,609.006134
3085.667003,1000,609.933688
3476.952963,1000,610.678074
1921.898147,586,611.306408
3614.228813,1000,612.083896
3305.840051,1000,613.034112
2382.586151,637,613.528354
3723.984821,1000,614.28877
1619.515175,466,614.800805
2750.183114,822,615.412321
1767.892752,489,615.785554
1712.069257,520,616.339035
3458.150881,1000,617.083744
1262.614398,403,617.383916
1548.108619,450,617.731885
2182.653605,679,618.407207
1686.2463,495,618.778796
1906.823641,587,619.226752
1825.149865,543,619.824246
3553.89855,1000,620.579287
1772.983923,546,621.004829
2466.23838,675,621.703124
2212.988294,658,622.209475
862.946507,298,622.436687
3640.795052,1000,623.379861
2062.301619,600,623.839913
876.735157,297,624.07065
3385.223155,1000,625.014931
3385.745281,953,625.71348
883.768443,328,625.970188
1792.496766,560,626.405147
1696.732119,491,626.96285
3454.774056,1000,627.739255
2327.86045,694,628.270323
2491.901652,700,628.971011
2583.14997,752,629.554482
573.601884,202,629.706784
2505.093579,704,630.414204
1877.356745,574,630.836987
2120.128453,590,631.277731
1597.655969,438,631.602813
1670.666543,499,632.141904
2487.033584,707,632.681994
3435.312397,990,633.446385
2989.640529,843,634.281431
3426.803293,1000,635.056359
3620.881251,1000,635.993317
3654.184007,1000,636.751934
3504.990462,1000,637.671901
1538.382113,438,637.999184
1817.734315,527,638.396063
3034.642345,844,639.210924
1428.594409,440,639.54994
3267.374008,929,640.264254
2336.319113,661,640.956647
50.485962,163,641.0899
3710.151778,1000,641.86769
2258.48636,626,642.526599
1333.880582,379,642.818487
1321.31824,407,643.131521
1206.769748,373,643.420218
2258.46464,658,643.928583
2777.352749,759,644.705439
2137.107573,600,645.167119
3403.978375,929,646.041183
1641.138403,470,646.403319
2002.334348,565,646.825197
2262.009697,660,647.333415
1983.280364,545,647.917696
3686.018234,1000,648.68536
1610.63956,448,649.033566
2571.549882,711,649.768919
2698.005627,733,650.335737
3808.438773,1000,651.275036
3108.16625,1000,652.034518
3072.351323,852,652.847253
3611.687243,1000,653.616655
1087.313148,319,653.862595
2860.006259,755,654.623307
1678.52342,463,654.977877
3405.026174,977,655.730601
3197.178943,967,656.657767
3737.482162,1000,657.434688
3201.809563,809,658.238983
3853.046553,1000,659.011615
2023.821561,636,659.506205
1598.458187,443,660.032575
1060.301821,339,660.297713
2281.066509,660,660.806854
1395.7941,444,661.160701
1314.882542,449,661.674834
3684.257895,1000,662.456739
1575.991186,458,662.81552
3341.624864,890,663.692213
3671.585257,1000,664.468442
1742.187849,488,664.847332
3025.830765,866,665.696646
1105.43278,346,665.96508
3875.122768,1000,666.749614
888.549551,278,667.14632
1406.820516,456,667.500171
2227.27394,633,667.992064
1071.600514,332,668.251361
2477.435371,665,668.944496
1485.39792,452,669.296215
1047.870789,318,669.543265
1623.241135,493,669.931576
1246.948814,388,670.234029
3417.236059,1000,671.197666
1766.551237,536,671.614887
1978.328684,631,672.103304
1595.997899,466,672.643195
1025.253649,322,672.890179
879.502984,291,673.116569
1836.222566,541,673.535673
3453.306532,942,674.434241
1617.254662,475,674.794697
1257.280187,414,675.104672
1683.310194,532,675.506611
1242.38589,360,675.964429
2275.638941,679,676.477099
2267.521403,600,676.941197
2622.258665,747,677.685233
2632.13486,717,678.236796
3788.703079,1000,679.011514
1234.068847,389,679.493678
3679.829107,1000,680.267626
3512.451253,1000,681.199956
1499.642822,431,681.523079
2950.69575,822,682.15749
3021.007762,891,682.983189
2990.921006,825,683.626962
1017.292227,365,683.912026
2664.547587,766,684.662879
994.507251,308,684.892218
3195.517747,1000,685.629614
3728.995394,1000,686.533507
2049.40996,604,686.984452
1390.810379,430,687.30444
3519.092671,1000,688.244449
3401.837395,1000,688.987524
1716.384674,499,689.375131
2809.944165,798,690.165737
3505.79021,1000,690.928847
3919.761294,1000,691.871505
3691.275909,985,692.610542
2645.87228,703,693.348156
3042.931798,846,694.014839
1386.749871,417,694.344347
3832.935135,1000,695.301954
3640.844151,986,696.05199
1336.033277,400,696.363107
1438.046186,416,696.863353
3536.589968,1000,697.642869
3840.009608,1000,698.604209
2957.097771,803,699.233741
3641.856027,1000,700.007838
1984.602591,564,700.609394
2082.977666,665,701.110787
3697.98118,1000,702.085597
3241.91006,886,702.77284
3650.80304,1000,703.546022
2913.67324,802,704.324901
3416.936785,963,705.070545
3708.922051,1000,705.990581
3750.568221,1000,706.766714
1276.526029,437,707.283343
1728.793056,568,707.724678
2375.148279,743,708.297598
3730.030483,1000,709.228006
3124.783608,897,709.902468
3160.733117,838,710.70648
1700.238455,497,711.093719
3638.303115,1000,711.856236
2078.572385,624,712.521743
3206.800546,888,713.189729
3887.052731,1000,713.960662
3419.155722,1000,714.918541
2921.646889,828,715.5435
2195.683923,597,716.184909
2601.860951,717,716.723412
1912.398579,525,717.10575
1064.094922,318,717.335465
3019.853497,805,718.123264
1656.09174,468,718.484882
3866.457567,984,719.42395
3742.164834,1000,720.172893
2650.609996,732,720.727133
3554.3311,926,721.632643
2527.195476,689,722.162268
1251.930131,362,722.443386
1836.41808,553,723.053154
3182.298239,884,723.723085
3560.976113,1000,724.63798
1376.693001,431,724.974355
2542.412857,697,725.505637
3225.949392,839,726.155065
3467.59703,916,727.046237
3913.682398,1000,727.817271
2142.366461,598,728.461473
3638.895009,1000,729.236464
2250.558638,628,729.906716
3855.767836,1000,730.652657
2225.4776,604,731.122595
1858.803337,560,731.728609
3828.422335,1000,732.502104
1491.921684,419,732.827796
2146.721271,624,733.489211
1996.120062,566,733.926977
3633.874176,1000,734.769087
2168.074249,618,735.41888
1889.906276,525,735.821548
3666.127739,1000,736.596823
3991.363902,1000,737.555578
3888.174382,1000,738.329558
2112.130245,567,738.950666
2491.45355,667,739.465878
3175.993242,835,740.11963
773.891718,258,740.320294
3937.505594,1000,741.230825
3416.033773,917,741.931938
2090.572554,578,742.52573
3774.37205,1000,743.271612
1408.33345,418,743.584796
1548.141563,457,744.087026
3797.889883,1000,744.837284
1485.135172,430,745.167396
3980.054637,1000,746.111674
3098.012615,831,746.753764
3645.544919,953,747.678897
1590.76439,473,748.045203
2708.450426,739,748.597603
3773.093807,1000,749.505671
3541.618663,941,750.213736
2227.631775,596,750.799067
1375.463122,402,751.111128
2647.495293,698,751.648692
2648.088413,722,752.206379
3677.61537,966,753.131195
3892.816292,1000,753.905384
2026.453717,571,754.528177
2329.479071,628,755.01266
3863.167983,1000,755.771222
3455.708113,930,756.668702
3822.542608,1000,757.456938
3710.780133,1000,758.408622
1803.506226,532,758.815849
3845.319656,1000,759.726041
1815.330971,497,760.102785
3633.379089,1000,760.850755
3622.940645,1000,761.808285
3713.877308,1000,762.582429
2394.928954,644,763.256928
2098.544371,555,763.686875
